,Water_Consumption[BCM]
2115,0.0
2116,0.0
2117,0.0
2118,0.0
2119,0.0
2120,0.0
2121,0.0
2122,0.0
2123,0.0
2124,0.0
2125,0.0
2126,0.0
2127,0.0
2128,0.0
2129,0.0
2130,0.0
2131,0.0
2132,0.0
2133,0.0
2134,0.0
2135,0.0
2136,0.0
2137,0.0
2138,0.0
2139,0.0
2140,0.0
2141,0.0
2142,0.0
2143,0.0
2144,0.0
2145,0.0
2146,0.0
2147,0.0
2148,0.0
2149,0.0
2150,0.0
2151,0.0
2152,0.0
2153,0.0
2154,0.0
2155,0.0
2156,0.0
2157,0.0
2158,0.0
2159,0.0
2160,0.0
2161,0.0
2162,0.0
2163,0.0
2164,0.0
2165,0.0
2166,0.0010764842754035495
2167,0.0
2168,0.0
2169,0.0
2170,0.0
2171,0.0
2172,0.0
2173,0.0
2174,0.0
2175,0.0
2176,0.0
2177,0.0
2178,0.0
2179,0.0
2180,0.0
2181,0.0
2182,0.0
2183,0.0
2184,0.0
2185,0.0
2186,0.0
2187,0.0
2188,0.0
2189,0.0
2190,0.0
2191,0.0
2192,0.0
2193,0.0
2194,0.0
2195,0.0
2196,0.0
2197,0.0
2198,0.0
2199,0.0
2200,0.0
2201,0.0
2202,0.0
2203,0.0
2204,0.0
2205,0.0
2206,0.0
2207,0.0
2208,0.0
2209,0.0
2210,0.0
2211,0.0
2212,0.0
2213,0.0
2214,0.0
2215,0.0
2216,0.0
2217,0.0
2218,0.0
2219,0.0
2220,0.0
2221,0.0
2222,0.0
2223,0.0
2224,0.0
2225,0.0
2226,0.0
2227,0.0
2228,0.0
2229,0.0
2230,0.0
2231,0.0
2232,0.0
2233,0.0
2234,0.0
2235,0.0
2236,0.0
2237,0.0
2238,0.0
2239,0.0
2240,0.0
2241,0.0
2242,0.0
2243,0.0
2244,0.0
2245,0.0
2246,0.0
2247,0.0
2248,0.0
2249,0.0
2250,0.0
2251,0.0
2252,0.0
2253,0.0
2254,0.0
2255,0.0
2256,0.0
2257,0.0
2258,0.0
2259,0.0
2260,0.0
2261,0.0
2262,0.0
2263,0.0
2264,0.0
2265,0.042831998594551716
2266,0.0
2267,0.0
2268,0.0
2269,0.0
2270,0.0
2271,0.0
2272,0.0
2273,0.0
2274,0.0
2275,0.0
2276,0.0
2277,0.00012931701830818564
2278,0.0
2279,0.0
2280,0.0
2281,0.0
2282,0.0
2283,0.0
2284,0.0
2285,0.0
2286,0.0
2287,0.0
2288,0.0
2289,0.045908215085848615
2290,0.011659244017814306
2291,0.0
2292,0.0
2293,0.0
2294,0.0
2295,0.0
2296,0.0
2297,0.0
2298,0.0
2299,0.0
2300,0.0
2301,0.0
2302,0.0
2303,0.0
2304,0.0
2305,0.0
2306,0.0
2307,0.0
2308,0.0
2309,0.0
2310,0.0
2311,0.0
2312,0.0
2313,0.0
2314,0.0
2315,0.0
2316,0.0
2317,0.0
2318,0.0
2319,0.0
2320,0.0
2321,0.0
2322,0.0
2323,0.0
2324,0.0
2325,0.0
2326,1.5722234874187345e-06
2327,0.0
2328,0.0
2329,0.0
2330,0.0
2331,0.0
2332,0.0
2333,0.0
2334,0.0
2335,0.0
2336,0.0
2337,0.0
2338,0.0
2339,0.0
2340,0.0
2341,0.0
2342,0.0
2343,0.0
2344,0.0
2345,0.0
2346,0.0
2347,0.0
2348,0.0
2349,0.0
2350,0.0
2351,0.0
2352,0.0
2353,0.0
2354,0.0
2355,0.0
2356,0.0
2357,0.0
2358,0.0
2359,0.0
2360,0.0
2361,0.0
2362,0.0
2363,0.0
2364,0.0
2365,0.0
2366,0.0
2367,0.0
2368,0.0
2369,0.0
2370,0.0
2371,0.0
2372,0.0
2373,0.0
2374,0.0
2375,0.0
2376,0.0
2377,0.0
2378,0.0
2379,0.0
2380,0.0
2381,0.0
2382,0.0
2383,0.0
2384,0.0
2385,0.0
2386,0.0
2387,0.0
2388,0.0
2389,0.0
2390,0.0
2391,0.0
2392,0.0
2393,0.0
2394,0.0
2395,0.0
2396,0.0
2397,0.0
2398,0.0
2399,0.0
2400,0.0
2401,0.0
2402,0.0
2403,0.0
2404,0.0
2405,0.0
2406,0.0
2407,0.0
2408,0.0
2409,0.0
2410,0.0
2411,0.0
2412,0.0
2413,0.0
2414,0.0
2415,0.0
2416,0.0
2417,0.0
2418,0.0
2419,4.401994530241038e-05
2420,0.0
2421,0.0
2422,0.0
2423,0.0
2424,0.0
2425,0.0
2426,0.0
2427,0.0
2428,0.0
2429,0.0
2430,0.0
2431,0.0
2432,0.0
2433,0.0
2434,0.0
2435,0.0
2436,0.0
2437,0.0
2438,0.0
2439,0.0
2440,0.0
2441,0.0
2442,0.0
2443,0.0
2444,0.0
2445,0.0
2446,0.0
2447,0.0
2448,0.0
2449,0.0
2450,0.0
2451,0.0034330354572347124
2452,0.0
2453,0.0
2454,0.0
2455,0.0
2456,0.0
2457,0.0
2458,0.0
2459,0.0
2460,0.0
2461,0.0
2462,0.0
2463,0.0
2464,0.0
2465,0.0
2466,0.0
2467,0.0
2468,0.0
2469,0.0
2470,0.0
2471,0.0
2472,0.0
2473,0.0
2474,5.147783350920506e-05
2475,0.0
2476,0.0
2477,0.0
2478,0.0
2479,0.0
2480,0.0
2481,0.0
2482,0.0
2483,0.0
2484,0.0
2485,0.0
2486,0.0
2487,0.0
2488,0.0
2489,0.0
2490,0.0
2491,0.0
2492,0.0
2493,0.0
2494,0.0
2495,0.0
2496,0.0
2497,0.0
2498,0.0
2499,0.0
2500,0.0
2501,0.0
2502,0.0
2503,0.0
2504,0.0
2505,0.0
2506,0.0
2507,0.0
2508,0.0
2509,0.0
2510,0.0
2511,0.0021476005572761783
2512,0.003209602845382505
2513,0.0
2514,0.0
2515,0.0
2516,0.0
2517,0.0
2518,0.0
2519,0.0
2520,0.0
2521,0.0
2522,0.0
2523,0.0
2524,0.0
2525,0.0
2526,0.0
2527,0.0
2528,0.0
2529,0.0
2530,0.0
2531,0.0
2532,0.0
2533,0.0
2534,0.0
2535,0.0
2536,0.0
2537,0.0
2538,0.0
2539,0.0
2540,0.0
2541,0.0
2542,0.0010971360000416109
2543,0.0037115335484824733
2544,0.0
2545,0.0
2546,0.0
2547,0.0
2548,0.0
2549,0.0
2550,0.0
2551,0.0
2552,0.0
2553,0.0
2554,0.0
2555,0.0
2556,0.0
2557,0.0
2558,0.0
2559,0.0
2560,0.0
2561,0.0
2562,0.0
2563,0.0
2564,0.0
2565,0.0
2566,0.0
2567,0.0
2568,0.0
2569,0.0
2570,0.0
2571,0.0
2572,0.0
2573,0.0
2574,0.0
2575,0.0
2576,0.0
2577,0.0
2578,0.0
2579,0.0
2580,0.0
2581,0.0
2582,0.0
2583,0.0
2584,0.0
2585,0.0
2586,0.0
2587,0.0
2588,0.0
2589,0.0
2590,0.0
2591,0.0
2592,0.0
2593,0.0
2594,0.0
2595,0.0
2596,0.0
2597,0.0
2598,0.0
2599,0.0
2600,0.0
2601,0.0
2602,0.0
2603,0.0
2604,0.0
2605,0.0
2606,0.0002453647097370654
2607,0.0
2608,0.0
2609,0.0
2610,0.0
2611,0.0
2612,0.0
2613,0.0
2614,0.0
2615,0.0
2616,0.0
2617,0.0
2618,0.0
2619,0.0
2620,0.0
2621,0.0
2622,0.0
2623,0.0
2624,0.0
2625,0.0
2626,0.0
2627,0.0
2628,0.0
2629,0.0
2630,0.0
2631,0.0
2632,0.0
2633,0.0
2634,0.0
2635,0.0
2636,0.0
2637,0.0
2638,0.0
2639,0.0004352866661703609
2640,0.0
2641,0.0
2642,0.0
2643,0.0
2644,0.0
2645,0.0
2646,0.0
2647,0.0
2648,0.0
2649,0.0
2650,0.0
2651,0.0
2652,0.0
2653,0.0
2654,0.0
2655,0.0
2656,0.0
2657,0.0
2658,0.0
2659,0.0
2660,0.0
2661,0.0
2662,0.0
2663,0.0
2664,0.0
2665,0.0
2666,0.0
2667,0.0
2668,0.0
2669,0.0
2670,0.0
2671,0.0
2672,0.0
2673,0.0
2674,0.0
2675,0.0
2676,6.346011811485334e-05
2677,0.0
2678,0.0
2679,0.0
2680,0.0
2681,0.0
2682,0.0
2683,0.0
2684,0.0
2685,0.0
2686,0.0
2687,0.0
2688,0.0
2689,0.0
2690,0.0
2691,0.00018162598076404198
2692,0.0
2693,0.0
2694,0.0
2695,0.0
2696,0.0
2697,0.0
2698,0.0
2699,0.0
2700,0.0
2701,0.0
2702,0.0
2703,0.0
2704,0.0
2705,0.0
2706,0.0
2707,0.0
2708,0.00012064494431116682
2709,3.282179039396777e-05
2710,0.00023218699321395921
2711,0.0
2712,0.0
2713,0.0
2714,0.0
2715,3.2711512137577754e-05
2716,0.0
2717,0.0
2718,0.0
2719,0.0
2720,0.0
2721,0.0
2722,0.0
2723,0.0
2724,0.0
2725,0.0
2726,5.188151734009243e-05
2727,0.0
2728,0.0
2729,0.0
2730,0.0
2731,0.0
2732,0.0
2733,0.0
2734,0.0
2735,0.0
2736,0.0
2737,0.0
2738,0.0
2739,0.0
2740,0.0
2741,0.0
2742,0.0
2743,0.00018713743820642965
2744,0.0005279924240703342
2745,0.002744068393703851
2746,1.4210742046659233e-05
2747,0.0
2748,0.00035308255934905775
2749,0.00022908214231078062
2750,8.723107244557018e-05
2751,4.246885155831324e-05
2752,0.0
2753,0.0
2754,0.0
2755,0.0
2756,0.0
2757,0.0
2758,0.0
2759,0.0
2760,0.0
2761,0.0
2762,0.0
2763,0.0
2764,0.0
2765,0.0
2766,0.0
2767,0.0
2768,0.0
2769,0.0
2770,0.0
2771,0.0
2772,0.0
2773,0.0
2774,0.0
2775,0.0
2776,0.0
2777,0.0
2778,0.0
2779,0.0
2780,0.0
2781,0.005657920801324314
2782,0.0006918251196161514
2783,0.0
2784,0.0
2785,0.0
2786,5.21825924177672e-05
2787,0.0008986678494192371
2788,0.0011057173511883499
2789,0.0
2790,0.0
2791,0.0
2792,0.0
2793,0.0
2794,0.0
2795,0.0
2796,0.0
2797,0.0
2798,0.0
2799,0.0
2800,0.0
2801,0.0
2802,0.0
2803,0.0
2804,0.0
2805,0.0
2806,0.0
2807,0.0
2808,0.0
2809,0.0
2810,0.0
2811,0.0
2812,0.0
2813,0.0
2814,0.0
2815,0.0
2816,0.0
2817,0.0
2818,0.0
2819,0.0005751317255989661
2820,0.00029222086240752386
2821,0.0
2822,0.0
2823,0.0
2824,0.00036265909103264245
2825,0.004602002552746479
2826,0.0014782903738424962
2827,0.0002042171296989545
2828,0.0008571612443900242
2829,0.0
2830,0.0
2831,0.0
2832,0.0
2833,0.0
2834,0.0
2835,0.0
2836,0.0
2837,0.0
2838,0.0
2839,0.0
2840,0.0
2841,0.0
2842,0.0
2843,0.0
2844,0.0
2845,0.0
2846,0.0
2847,0.0
2848,0.0
2849,0.0
2850,0.0
2851,0.0
2852,0.0
2853,0.0
2854,0.0
2855,0.0
2856,0.0
2857,0.0
2858,0.0
2859,0.00034983343760872136
2860,9.835267165605431e-05
2861,0.0
2862,8.723849618280801e-05
2863,0.00011056494622546458
2864,0.007213067955962548
2865,0.0029876190815452484
2866,0.0039572448388138955
2867,0.0020913801076284507
2868,4.0518790605555965e-05
2869,0.0
2870,0.0
2871,0.0
2872,0.0
2873,0.0
2874,0.0
2875,0.0
2876,0.0
2877,0.0
2878,0.0
2879,0.0
2880,0.0
2881,0.0
2882,0.0
2883,0.0
2884,0.0
2885,0.0
2886,0.0
2887,0.0
2888,0.0
2889,0.0
2890,0.0
2891,0.0
2892,0.0
2893,0.0
2894,0.0
2895,0.0
2896,0.0
2897,0.0
2898,0.0
2899,0.0
2900,0.0
2901,0.0
2902,0.012217646026777182
2903,0.005057103783011141
2904,0.007637939427473381
2905,0.0030756626419869678
2906,0.008105422246513637
2907,0.007136591861987458
2908,0.001933283237806128
2909,0.0017610253378379768
2910,0.00016373017820944693
2911,0.0
2912,0.0
2913,0.0
2914,0.0
2915,0.0
2916,0.0
2917,0.0
2918,0.0
2919,0.0
2920,0.0
2921,0.0
2922,0.0
2923,0.0
2924,0.0
2925,0.0
2926,0.0
2927,0.0
2928,0.0
2929,0.0
2930,0.0
2931,0.0
2932,0.0
2933,0.0
2934,0.0
2935,0.0
2936,0.0
2937,0.0
2938,0.0
2939,0.0
2940,0.0
2941,0.0
2942,0.0
2943,0.0
2944,0.0003526415423822901
2945,0.0
2946,0.0017872281537236936
2947,0.005155467060003414
2948,0.00608759299572044
2949,0.004596050503548896
2950,0.003763101856745254
2951,0.002887148192142787
2952,0.0054868969384902575
2953,0.001255855566310685
2954,0.0
2955,0.0
2956,0.0
2957,0.0
2958,0.0
2959,0.0
2960,0.0
2961,0.0
2962,0.0
2963,0.0
2964,0.0
2965,0.0
2966,0.0
2967,0.0
2968,0.0
2969,0.0
2970,0.0
2971,0.0
2972,0.0
2973,0.0
2974,0.0
2975,0.0
2976,0.0
2977,0.0
2978,0.0
2979,0.0
2980,0.0
2981,0.0
2982,0.0
2983,0.0
2984,0.0
2985,0.0
2986,0.0
2987,0.0
2988,0.0
2989,0.0
2990,0.00012702236222746684
2991,0.0021513033310458936
2992,0.01722831887707348
2993,0.013849218136527314
2994,0.005947982503576067
2995,0.005945629600479342
2996,0.005944373165643315
2997,0.0068628570978888845
2998,0.0
2999,7.441812294915908e-05
3000,0.004927385771992131
3001,0.0010677810592979887
3002,0.0013762434710877535
3003,0.0016321287679746633
3004,0.0028197982511555457
3005,0.003655155557471323
3006,0.0020849071803176445
3007,0.0003407773216426675
3008,0.011845299564107743
3009,0.0001389170219388605
3010,0.0
3011,0.0
3012,0.0
3013,0.0
3014,0.0
3015,0.0
3016,0.0
3017,0.0
3018,0.0
3019,0.0
3020,0.0
3021,0.0
3022,0.0
3023,0.0
3024,0.0
3025,0.0
3026,0.0
3027,0.0
3028,0.0
3029,0.0
3030,0.0
3031,0.0
3032,0.0
3033,0.0
3034,0.0
3035,0.0
3036,0.0
3037,0.0
3038,0.0
3039,0.0
3040,0.0
3041,0.0
3042,0.0
3043,0.0
3044,0.0
3045,0.00012695676351827466
3046,0.005545615697974173
3047,0.0225644021651506
3048,0.012708996326176053
3049,0.00478379634429343
3050,0.00032523431116523256
3051,0.011713523774305184
3052,0.0033398794666344603
3053,0.003235568436516527
3054,0.00117346436737898
3055,0.0
3056,3.2518188336010588e-06
3057,0.0032282854074601706
3058,0.004449710732467766
3059,0.0064339602501962585
3060,0.008858916266247841
3061,0.013838833953943024
3062,0.012300662504629814
3063,0.017070542661281073
3064,0.019717508188862858
3065,0.018053947664743296
3066,0.011829875050941777
3067,0.017961160991969448
3068,0.0037795699531690792
3069,0.0
3070,0.0
3071,0.0
3072,0.0
3073,0.0
3074,0.0
3075,0.0
3076,0.0
3077,0.0
3078,0.0
3079,0.0
3080,0.0
3081,0.0
3082,0.0
3083,0.0
3084,0.0
3085,0.0
3086,0.0
3087,0.0
3088,0.0
3089,0.0
3090,0.0
3091,0.0
3092,0.0
3093,0.0
3094,0.0
3095,0.0
3096,0.0
3097,0.0
3098,0.0
3099,0.0
3100,0.0
3101,0.0
3102,0.0
3103,0.0
3104,0.0001606547929055608
3105,0.0031024849049269636
3106,0.015589065167612772
3107,0.007836268889353442
3108,0.010613914728358624
3109,0.0035634625341190423
3110,0.0
3111,0.0
3112,0.0016957191142935606
3113,0.006768400188339847
3114,0.0067006379392337756
3115,0.0021776292048683774
3116,0.0018927921877196616
3117,0.004270084034518501
3118,0.05905957945362025
3119,0.04646157720270006
3120,0.007008112161839217
3121,0.006726990722044036
3122,0.0031238086948376345
3123,0.007598785788098452
3124,0.008071710792625275
3125,0.00825875195856802
3126,0.013207814680838398
3127,0.012808629121506095
3128,0.014304620610300734
3129,0.015475846186431694
3130,0.01578164988060799
3131,0.00626825386973655
3132,0.009767409778312872
3133,0.004897161172230333
3134,0.0
3135,0.0
3136,0.0
3137,0.0
3138,0.0
3139,0.0
3140,0.0
3141,0.0
3142,0.0
3143,0.0
3144,0.0
3145,0.0
3146,0.0
3147,0.0
3148,0.0
3149,0.0
3150,0.0
3151,0.0
3152,0.0
3153,0.0
3154,0.0
3155,0.0
3156,0.0
3157,0.0
3158,0.0
3159,0.0
3160,0.0
3161,0.0
3162,0.0
3163,0.0
3164,0.0
3165,0.0
3166,0.0
3167,0.0
3168,0.0
3169,0.0
3170,6.931858648670516e-06
3171,0.001278160564088389
3172,0.004844280149307091
3173,0.0010638578180242702
3174,0.00040916185876299654
3175,0.00435210669001098
3176,0.0007471541491093172
3177,0.00018391055934980892
3178,0.0005384308438523905
3179,0.00851354136718133
3180,0.015182866408030493
3181,0.012567474678163356
3182,0.002626141446342654
3183,0.06924444232054008
3184,0.14027027285196184
3185,0.017932617763923787
3186,0.005984448669099263
3187,0.007999369683174344
3188,0.006657437774644856
3189,0.005360929046396019
3190,0.008524441714581981
3191,0.013158350672838619
3192,0.013274705739410083
3193,0.015149448476049964
3194,0.0108217622326228
3195,0.008992392237020247
3196,0.014358370046456391
3197,0.016994873139944987
3198,0.009258667961162257
3199,0.008055002613564326
3200,0.003663654791398265
3201,0.00010769783199372101
3202,0.0
3203,0.0
3204,0.0
3205,0.0
3206,0.0
3207,0.0
3208,0.0
3209,0.0
3210,0.0
3211,0.0
3212,0.0
3213,0.0
3214,0.0
3215,0.0
3216,0.0
3217,0.0
3218,0.0
3219,0.0
3220,0.0
3221,0.0
3222,0.0
3223,0.0
3224,0.0
3225,0.0
3226,0.0
3227,0.0
3228,0.0
3229,0.0
3230,0.0
3231,0.0
3232,0.0
3233,0.0
3234,0.0
3235,0.0
3236,0.0002360134884191985
3237,0.0
3238,3.2888342620687356e-05
3239,0.004605701991301702
3240,0.0056693910160258544
3241,0.0014369043892548889
3242,0.0008390027105599139
3243,0.0031344112808632833
3244,0.0030710181024922846
3245,0.0006270109640381778
3246,0.002218348439245312
3247,0.0031455177960607915
3248,0.0030276122589543526
3249,0.004005907516439996
3250,0.04368776215517016
3251,0.03283329423263295
3252,0.014230465975160929
3253,0.002943833203361278
3254,0.00790471788909367
3255,0.00862506909087295
3256,0.013270565627008356
3257,0.013208723488829788
3258,0.015199516519432955
3259,0.01381049984349096
3260,0.013337430856894025
3261,0.011240467104538325
3262,0.006955028011858511
3263,0.013634620855379498
3264,0.012431741673037918
3265,0.011911226125427735
3266,0.009667502094047379
3267,0.0048769338103628376
3268,0.008457235416771599
3269,0.0005394579528240188
3270,0.0
3271,0.0
3272,0.0
3273,0.0
3274,0.0
3275,0.0
3276,0.0
3277,0.0
3278,0.0
3279,0.0
3280,0.0
3281,0.0
3282,0.0
3283,0.0
3284,0.0
3285,0.0
3286,0.0
3287,0.0
3288,0.0
3289,0.0005311354659628586
3290,0.0
3291,0.0
3292,0.0
3293,0.0
3294,0.0
3295,0.0
3296,0.0
3297,0.0
3298,0.0
3299,0.0
3300,0.0
3301,0.0
3302,0.0
3303,0.0
3304,0.0
3305,3.2650119479716655e-05
3306,0.00019228313004645482
3307,3.1338699202377883e-06
3308,0.004194562628714908
3309,0.005091661595834709
3310,0.00241481665390238
3311,0.0065308142750968076
3312,0.0034914448309092006
3313,0.007896040068296174
3314,0.013911979719481635
3315,0.00879069526330503
3316,0.0020076787850771046
3317,0.005221323627555195
3318,0.0076239892484928256
3319,0.02041296342674065
3320,0.020508301812586525
3321,0.002437154101442978
3322,0.004210467363336291
3323,0.009785234793340505
3324,0.013731817116593083
3325,0.01944564800400491
3326,0.015767524194529505
3327,0.012074074810501228
3328,0.010837485096098715
3329,0.0021305438253312586
3330,0.00972265595222338
3331,0.015391787770262703
3332,0.01583502668505936
3333,0.01405633574071469
3334,0.01415543868893326
3335,0.0152584638310766
3336,0.019418641421449286
3337,0.015394272598620045
3338,0.005654737149615315
3339,0.00011742142352890315
3340,2.7211141908936173e-06
3341,0.0005310388244995636
3342,0.0
3343,4.361833415015946e-05
3344,0.0
3345,0.0
3346,0.0
3347,0.0
3348,0.0
3349,0.0
3350,0.0
3351,0.0
3352,0.0
3353,0.0
3354,0.0
3355,0.0
3356,0.0
3357,0.0
3358,0.0
3359,0.0
3360,0.0
3361,0.0
3362,0.0
3363,0.0
3364,0.0
3365,0.0
3366,0.0
3367,0.0
3368,0.0
3369,0.0
3370,0.0
3371,0.0
3372,0.0
3373,0.0
3374,0.0
3375,0.0
3376,0.0
3377,0.0
3378,0.0
3379,0.0
3380,0.0
3381,3.702829135663128e-05
3382,0.0014593452942079411
3383,0.0007579801351532787
3384,0.0025775700224663894
3385,0.004701354113111704
3386,0.0030357965206630547
3387,0.002864297163356706
3388,0.0028545793068924102
3389,0.011190282029583002
3390,0.011276641465293577
3391,0.004965944022871327
3392,0.010517978460950523
3393,0.04804427158849436
3394,0.009348225708597932
3395,0.000956340331391576
3396,0.001551760857617337
3397,0.00765186922608505
3398,0.010485814398851184
3399,0.017617266916664466
3400,0.011648100515412032
3401,0.0005282767378658207
3402,0.0020870825763844585
3403,0.002170807052314875
3404,0.007257919389549021
3405,0.011149839961492663
3406,0.0041798655148066475
3407,0.01003971683946414
3408,0.013466732993203577
3409,0.006946028783279979
3410,0.01911367321269362
3411,0.01569469832031875
3412,0.017844961744993816
3413,0.030478717534593806
3414,0.08059318543592268
3415,0.0166482495281897
3416,0.011381132425328308
3417,0.01227816521386612
3418,0.0005565577863319777
3419,0.0
3420,0.0
3421,0.0
3422,0.0
3423,0.0
3424,0.0
3425,0.0
3426,0.0
3427,0.0
3428,0.0
3429,0.0
3430,0.0
3431,0.0
3432,0.0
3433,0.0
3434,0.0
3435,0.0
3436,0.0
3437,0.0
3438,0.0
3439,0.0
3440,0.0
3441,0.0
3442,0.0
3443,0.0
3444,0.0
3445,0.0
3446,0.0
3447,0.0
3448,0.0
3449,0.0
3450,0.0
3451,0.0
3452,0.0
3453,0.0
3454,0.0
3455,0.0
3456,0.0
3457,0.0
3458,0.00014324686822795473
3459,0.001008708064896535
3460,0.0015668137179858353
3461,0.004067192926341338
3462,0.00187480260225511
3463,0.0014004895961887008
3464,0.004523916931312804
3465,0.017598148801669874
3466,0.0040754532494642805
3467,0.006372939608203245
3468,0.011573692203815102
3469,0.0063293084919695385
3470,0.0018100763102405193
3471,0.000779692552105537
3472,0.0011289998871641745
3473,0.004201811488018568
3474,0.012009528046170814
3475,0.008903773540140516
3476,0.005592234872843985
3477,0.0006425881469181407
3478,7.453979390811027e-05
3479,0.0
3480,7.780286516795606e-05
3481,0.001504749680951775
3482,0.0008686384986921154
3483,0.00011032153076163087
3484,0.0
3485,0.011202117767045583
3486,0.018548760483413106
3487,0.017146409616373433
3488,0.010461218781459608
3489,0.012839776835100434
3490,0.00941962964177218
3491,0.01132421475499064
3492,0.01651661951624415
3493,0.013402110296310946
3494,0.0005193218978903097
3495,0.0
3496,0.0
3497,0.0
3498,0.0
3499,0.0
3500,0.0
3501,0.0
3502,0.0
3503,0.0
3504,0.0
3505,0.0
3506,0.0
3507,0.0
3508,0.0
3509,0.0
3510,0.0
3511,0.0
3512,0.0
3513,0.0
3514,0.0
3515,0.0
3516,0.0
3517,0.0
3518,0.0
3519,0.0
3520,0.0
3521,0.0
3522,0.0
3523,0.0
3524,0.0
3525,0.0
3526,0.0
3527,0.0
3528,0.0
3529,0.0
3530,0.0
3531,0.0
3532,0.00010145025448420914
3533,0.0
3534,5.948652649446803e-05
3535,0.0002713800771724816
3536,0.0003591208040886915
3537,0.00345769642237694
3538,0.003569440827617506
3539,0.001584599932229894
3540,0.009482598452832548
3541,0.009881758032481008
3542,0.0011495825699264564
3543,0.0017863631647601938
3544,0.010964187445915709
3545,0.006747495970319074
3546,0.0013719279900721523
3547,0.0012839091844743238
3548,0.0007160936992021636
3549,0.000564857504312367
3550,0.0020656994415957754
3551,0.007948315316571662
3552,0.00730230134777286
3553,0.0004580811350329762
3554,9.590827521242352e-05
3555,0.0
3556,0.00010275710547037926
3557,9.916279922566798e-05
3558,0.0
3559,0.0
3560,0.00027179087413516795
3561,0.011891261705747735
3562,0.022294753058833234
3563,0.01707223543605158
3564,0.01398335135063771
3565,0.00429227033983593
3566,0.005698438204106729
3567,0.008903034598764696
3568,0.011529641137799756
3569,0.01232650621166164
3570,0.012069279561552326
3571,7.851062524780499e-05
3572,0.0
3573,0.0
3574,0.0
3575,0.0
3576,0.0
3577,0.0
3578,0.0
3579,0.0
3580,0.0
3581,0.0
3582,0.0
3583,0.0
3584,0.0
3585,0.0
3586,0.0
3587,0.0
3588,0.0
3589,0.0
3590,0.0
3591,0.0
3592,0.0
3593,0.0
3594,0.0
3595,0.0
3596,0.0
3597,0.0
3598,0.0
3599,0.0
3600,0.0
3601,0.00019441112643793994
3602,0.00010135747257971444
3603,0.0
3604,0.0
3605,0.0
3606,5.0855234804451754e-05
3607,5.441618254425782e-05
3608,0.0
3609,0.0
3610,0.0
3611,0.00010194961859463835
3612,0.0006782656946602745
3613,0.00034661018269508987
3614,0.0015495771079322078
3615,0.0006851254431998692
3616,0.0002876055943288518
3617,0.001129215866280396
3618,0.011875141293944938
3619,0.0014541698625623128
3620,0.00011734713617472124
3621,0.006597857249921045
3622,0.03626854915125993
3623,0.0009099081697562376
3624,0.007275881312509733
3625,0.005289625727970031
3626,0.0010212458177724952
3627,0.0007205019648632031
3628,0.0019845138592260595
3629,0.003069739455063438
3630,0.0012890346710326857
3631,0.0
3632,0.0
3633,0.0
3634,0.0
3635,0.0
3636,0.0
3637,0.0
3638,0.010137788895634
3639,0.023694938948840442
3640,0.020096942793801663
3641,0.013995612499841591
3642,0.004063738479012815
3643,0.0009895003763217653
3644,0.012384097137903078
3645,0.010888623786489408
3646,0.012535973123409766
3647,0.010033407455553079
3648,0.011177055128115008
3649,7.624606804729978e-05
3650,0.0
3651,0.0
3652,0.0
3653,0.0
3654,0.0
3655,0.0
3656,0.0
3657,0.0
3658,0.0
3659,0.0
3660,0.0
3661,0.0
3662,0.0
3663,0.0
3664,0.0
3665,0.0
3666,0.0
3667,0.0
3668,0.0
3669,0.0
3670,0.0
3671,0.0
3672,0.0
3673,0.0
3674,0.0
3675,0.0
3676,0.0
3677,0.0
3678,0.0
3679,0.0
3680,3.595136550834255e-05
3681,0.0
3682,0.0
3683,0.0
3684,0.0
3685,0.0
3686,0.0
3687,0.0
3688,0.0
3689,0.000211841207523111
3690,0.0006816872661057396
3691,0.0003884584530795829
3692,0.00075598472023466
3693,9.902302490166008e-05
3694,0.00016655323295954117
3695,0.0005960337901158685
3696,0.006053827610827282
3697,0.012203195107057682
3698,0.011512572141174621
3699,0.005793222463583744
3700,0.013718510569191378
3701,0.004292657422195223
3702,0.007883740680717847
3703,0.00574943407014664
3704,0.0011265263686409252
3705,0.0008446991948629576
3706,0.0008833398684560327
3707,0.002010449572653384
3708,0.002167272730190933
3709,1.7658181004035256e-05
3710,0.000719998962508237
3711,0.0019643952932682663
3712,0.0021815372943495693
3713,0.0
3714,0.0
3715,0.00016950990560906176
3716,0.0008224415442297789
3717,0.00395694813086552
3718,0.019282615371747948
3719,0.019384133697591902
3720,0.008072443907872928
3721,0.0005406297119938207
3722,0.013335196439247687
3723,0.016667031383828256
3724,0.011155972570989726
3725,0.01117571353555099
3726,0.011835398913906864
3727,0.007191063233855225
3728,0.000356021575985379
3729,0.0
3730,0.0
3731,0.0
3732,0.0
3733,0.0
3734,0.0
3735,0.0
3736,0.0
3737,0.0
3738,0.0
3739,0.0
3740,0.0
3741,0.0
3742,0.0
3743,0.0
3744,0.0
3745,0.0
3746,0.0
3747,0.0
3748,0.0
3749,0.0
3750,0.0
3751,0.0
3752,0.0
3753,0.0
3754,0.0
3755,0.0
3756,0.0
3757,0.0
3758,0.0
3759,0.0
3760,0.0
3761,0.0
3762,0.0
3763,0.0
3764,0.0
3765,0.0
3766,0.0
3767,0.0
3768,0.0
3769,4.3335294273445134e-05
3770,5.411973733317704e-05
3771,0.00029465731189501896
